filepath,filename,modality,vocal_channel,emotion_code,emotion_label,intensity,statement,repetition,actor,duration_sec,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,pitch_mean_hz,pitch_std_hz,pitch_range_hz,voiced_fraction,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,spectral_contrast_mean,zcr_mean,zcr_std,rms_energy_mean,rms_energy_std,rms_energy_max,chroma_mean,chroma_std,tempo_bpm,speech_ratio,silence_ratio,num_segments
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-02-03.wav,03-01-02-02-02-02-03.wav,03,01,02,calm,strong,dogs,02,03,4.004,-528.440552,185.61084,59.351761,59.180691,-2.718086,32.811081,5.529249,24.352806,4.711324,20.233017,1.005542,13.472743,-16.69993,18.622965,-6.22279,11.613646,-0.670486,11.98109,-8.199925,20.598143,10.962123,11.938722,-8.585979,13.117234,-2.997125,11.46078,-0.719248,-0.187794,0.309939,0.048203,0.072842,-0.015687,0.018132,0.107599,0.105778,-0.004042,-0.026846,0.102823,-0.029645,565.9521,690.3741,2139.7633,1.0,2711.6579,1497.6568,2461.3929,5231.946,22.4065,0.204536,0.226056,0.008874,0.00913,0.032407,0.473376,0.321903,143.5547,0.6379,0.3621,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-01-03.wav,03-01-03-01-01-01-03.wav,03,01,03,happy,normal,kids,01,03,3.7704,-541.265076,164.387863,62.418713,52.83387,-10.422654,29.409206,4.583743,22.189573,3.384929,21.679024,-0.8195,14.854211,-14.047442,18.485077,-11.290459,12.338939,-9.412293,10.331432,-9.156746,17.369825,3.808987,10.07691,-7.475107,11.024487,-5.142445,8.669686,-0.27416,-0.228809,0.045197,0.131304,0.029719,-0.04367,0.012839,0.098821,0.092346,0.014103,-0.018549,0.025407,0.063284,438.0002,509.8089,1586.15,1.0,2752.8717,1253.9384,2473.3157,5336.7996,21.3983,0.236208,0.199086,0.007854,0.010194,0.035795,0.45663,0.30874,117.4538,0.4865,0.5135,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-02-03.wav,03-01-03-01-01-02-03.wav,03,01,03,happy,normal,kids,02,03,3.6036,-518.685974,170.882828,60.042294,50.969261,-13.127339,26.246176,-1.50828,19.072206,-3.82398,23.457134,-0.082429,14.918813,-13.794612,19.295441,-11.445925,13.795116,-9.528757,11.886881,-11.950621,16.73786,2.020476,10.043467,-9.762902,12.566008,-5.478364,10.937339,-1.31416,-0.193014,0.312212,0.202265,0.159441,0.040155,0.043886,0.049043,0.177668,0.04716,-0.088411,0.096488,-0.137867,487.0907,538.4609,1678.9812,1.0,2779.1987,1188.6088,2556.0312,5547.3534,21.2913,0.205886,0.154624,0.010749,0.013415,0.045666,0.437494,0.318662,198.768,0.4833,0.5167,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-01-03.wav,03-01-03-01-02-01-03.wav,03,01,03,happy,normal,dogs,01,03,3.5035,-530.791199,166.800293,47.391296,55.828018,-6.545995,29.129078,5.063589,17.22624,1.61191,20.401354,-1.896019,13.390291,-18.546787,22.335499,-9.952934,14.452269,-7.984761,12.069689,-12.89289,18.513533,-1.815234,8.732422,-10.483725,11.911799,-5.557133,8.672261,-0.055072,-0.038922,0.0028,-0.001924,-0.001112,0.009412,0.017145,0.024038,0.016701,0.013496,0.023079,0.011945,-0.004618,486.6887,678.295,2138.153,1.0,2807.2111,1753.3052,2231.7538,5086.7558,21.4626,0.215756,0.205806,0.009979,0.012879,0.047794,0.400261,0.329559,184.5703,0.4639,0.5361,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-02-03.wav,03-01-03-01-02-02-03.wav,03,01,03,happy,normal,dogs,02,03,3.5035,-558.961365,162.205505,52.890564,61.417149,-3.815105,29.472298,2.379026,19.755356,-1.744911,19.049488,3.42342,13.190737,-16.881487,21.438059,-9.580489,13.620671,-6.41453,11.704361,-11.025262,19.465967,1.792442,10.099936,-8.781248,12.508949,-4.270979,7.494617,0.014455,0.020584,0.020719,0.020308,0.019169,0.01768,0.016338,0.015196,0.013804,0.011751,0.009194,0.006785,0.005071,823.8218,871.6948,2139.7633,1.0,2189.51,1817.978,1839.5838,3962.3233,20.7788,0.143571,0.154143,0.006746,0.009027,0.040009,0.33273,0.334181,67.9996,0.4573,0.5427,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-01-03.wav,03-01-03-02-01-01-03.wav,03,01,03,happy,strong,kids,01,03,4.3044,-431.033264,152.357758,46.682491,45.311714,-10.095125,26.018917,-4.187778,20.652765,-8.119684,26.805807,-1.16146,15.062546,-15.675408,20.623583,-9.910147,12.769469,-7.75775,11.983596,-13.338644,14.296519,3.856828,8.734874,-9.011376,11.145261,-6.547197,10.529004,0.008157,0.009611,0.005999,0.004752,0.00724,0.010611,0.01102,0.007957,0.004811,0.005034,0.008257,0.010736,0.009583,411.5989,418.2338,1714.4838,1.0,2921.7213,1249.0225,2583.6588,5769.0461,22.0381,0.200508,0.163617,0.022903,0.029511,0.124501,0.433508,0.334051,129.1992,0.5287,0.4713,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-02-03.wav,03-01-03-02-01-02-03.wav,03,01,03,happy,strong,kids,02,03,4.4044,-396.157562,150.897507,44.288467,44.663826,-16.906322,30.068106,-3.54653,24.344925,-12.570479,30.832026,-1.205687,14.840138,-13.956591,21.480217,-12.861631,12.766933,-11.221938,12.042096,-15.224035,14.490714,3.229763,10.896861,-10.021192,12.584506,-6.928821,9.714697,-0.426514,-0.234422,0.154203,0.142227,0.00943,-0.065385,-0.082124,0.074709,0.185578,0.087566,-0.009589,0.009722,-0.0086,423.0591,420.4673,1762.1821,1.0,2783.5385,1235.1843,2476.9214,5434.8105,23.4561,0.163793,0.120315,0.034755,0.044827,0.179555,0.386665,0.323854,103.3594,0.5377,0.4623,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-01-03.wav,03-01-03-02-02-01-03.wav,03,01,03,happy,strong,dogs,01,03,4.1375,-349.295013,173.06958,41.838249,43.875603,-5.317306,23.977301,-3.257838,20.967648,-10.042331,32.904301,-0.332283,16.213253,-12.243982,17.139786,-14.550334,16.713064,-11.553352,12.471624,-17.775646,15.358695,-3.074063,10.195909,-5.846982,9.593556,-10.364387,10.522099,-0.039525,-0.046631,-0.025896,-0.00791,-0.00056,0.000545,0.00494,0.015728,0.026264,0.027982,0.019931,0.009497,0.004329,395.2059,374.6373,1948.9363,1.0,2902.7891,1363.1862,2666.1468,5864.4295,21.9381,0.151577,0.130719,0.042887,0.052179,0.199253,0.39288,0.318599,135.9992,0.5724,0.4276,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-02-03.wav,03-01-03-02-02-02-03.wav,03,01,03,happy,strong,dogs,02,03,3.8372,-398.993988,134.753387,46.391808,43.703354,-11.255848,29.730242,-5.967059,20.522823,-3.279988,27.649246,1.220975,14.214664,-15.306035,20.654034,-9.986511,13.95175,-9.57162,14.160778,-12.807639,18.990396,2.08165,10.461473,-10.402267,13.976964,-5.597724,12.408145,-0.392671,-0.068556,0.253724,0.065029,0.03597,0.051969,0.00697,0.056139,0.096487,-0.006585,0.062441,0.110014,-0.064637,692.5513,589.186,1943.1169,1.0,2762.142,1398.6501,2482.9278,5377.9175,21.858,0.164816,0.156788,0.024158,0.029225,0.148744,0.416213,0.323818,143.5547,0.5325,0.4675,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-01-03.wav,03-01-04-01-01-01-03.wav,03,01,04,sad,normal,kids,01,03,3.6036,-657.157532,175.339249,75.174301,60.17345,-2.790306,24.155293,9.624564,23.214788,7.000042,17.95401,1.427628,10.923548,-10.512824,18.041267,-5.808782,10.267374,-4.077669,13.209352,-7.413109,17.309217,0.915413,9.060153,-5.314665,12.743328,-3.869463,10.116013,0.864431,0.570787,-0.063645,-0.042795,0.025639,0.080557,0.014132,-0.053457,-0.046811,-0.012781,0.01691,0.006065,0.013595,528.3446,681.9627,2139.7633,1.0,2966.3159,1586.3913,2513.4698,5503.1827,19.9246,0.219892,0.194657,0.002387,0.003171,0.01519,0.516119,0.308834,117.4538,0.4897,0.5103,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-02-03.wav,03-01-04-01-01-02-03.wav,03,01,04,sad,normal,kids,02,03,3.5702,-658.188293,176.045151,73.13755,57.007526,1.863013,25.834301,9.963762,21.272541,8.041509,17.76502,-0.518043,11.46283,-9.756904,17.341364,-4.770103,12.659746,-1.448639,11.598076,-6.017495,16.210518,-1.426916,8.236854,-3.758455,11.926863,-3.448935,11.628181,0.460377,0.443512,0.159792,0.104963,0.116223,0.099775,0.052123,0.033857,0.049316,0.033611,0.006475,0.025052,0.05467,737.2041,792.5569,2139.7633,1.0,2765.1178,1767.9286,2503.1025,5151.6091,19.941,0.192278,0.230441,0.002445,0.002677,0.010567,0.554698,0.323407,129.1992,0.5723,0.4277,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-01-03.wav,03-01-04-01-02-01-03.wav,03,01,04,sad,normal,dogs,01,03,3.5702,-594.85376,161.53006,63.04406,56.42543,-4.543606,30.228207,12.328487,20.456879,5.895279,16.155754,-2.07544,10.642013,-13.329982,16.075567,-8.391463,11.454675,-4.765489,10.133144,-8.371958,17.651262,1.400717,10.250595,-4.76094,12.516505,-4.145919,12.446221,0.718082,0.472303,-0.047756,0.0451,0.052215,0.044354,-0.000649,-0.055916,0.015868,0.031108,0.019737,0.035789,0.046232,536.9219,608.6966,2138.1893,1.0,2551.2468,1462.6922,2413.8608,4881.8848,21.8795,0.221537,0.23955,0.00422,0.004785,0.023464,0.484122,0.320664,99.384,0.5788,0.4212,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-02-03.wav,03-01-04-01-02-02-03.wav,03,01,04,sad,normal,dogs,02,03,3.5369,-606.039429,169.843018,68.292725,55.22216,2.305355,28.542604,13.427635,19.22027,6.59105,16.571095,2.468418,10.438416,-15.653624,18.525143,-6.754983,11.789187,-2.79942,11.159699,-8.68813,18.279278,2.228029,9.125334,-2.643847,13.595546,-3.878522,14.209354,0.317705,0.355114,0.174746,0.091808,0.083979,0.057685,0.031423,0.010339,-0.006656,0.002548,0.031471,0.043646,0.036522,478.0369,689.2129,2139.7633,1.0,2480.2854,1457.3007,2458.9618,5003.2327,21.3143,0.214215,0.21754,0.003951,0.004421,0.020844,0.511686,0.313031,151.9991,0.5712,0.4288,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-01-03.wav,03-01-04-02-01-01-03.wav,03,01,04,sad,strong,kids,01,03,3.7705,-521.34845,159.41217,60.81916,59.330654,-14.170774,30.437309,-1.865767,21.353367,-1.60619,23.491192,-7.071463,14.916893,-17.540039,17.703514,-16.655191,18.419498,-16.623266,17.658236,-19.606726,18.765007,-4.827207,10.488145,-8.681572,11.797492,-10.234793,11.822836,0.001235,0.001398,0.000406,-0.001076,-0.002832,-0.004628,-0.00627,-0.007636,-0.008705,-0.009548,-0.010307,-0.011149,-0.012217,358.4896,394.6191,2137.7628,1.0,2621.718,1380.2941,2387.7848,5099.5381,21.3815,0.241906,0.200963,0.01203,0.014823,0.056648,0.427539,0.323041,103.3594,0.5419,0.4581,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-02-03.wav,03-01-04-02-01-02-03.wav,03,01,04,sad,strong,kids,02,03,3.8372,-475.922668,175.599091,50.104103,47.695221,-8.678971,24.856434,5.361173,18.373734,-0.936354,22.031042,-3.215335,14.991683,-14.808564,17.847109,-14.462172,16.213223,-10.164003,12.162411,-13.612405,14.422542,-2.958193,7.938129,-10.306524,12.441846,-10.030118,11.150474,0.406997,-0.149811,-0.242273,-0.098898,-0.074816,-0.064725,0.022236,-0.002333,0.032468,0.088492,0.051393,0.031886,0.048594,339.8827,382.0261,1877.2254,1.0,2754.0755,1161.7459,2566.8717,5467.2284,20.6579,0.176261,0.130571,0.017473,0.020961,0.07474,0.391515,0.331739,117.4538,0.5507,0.4493,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-01-03.wav,03-01-04-02-02-01-03.wav,03,01,04,sad,strong,dogs,01,03,3.4702,-423.659363,152.215195,52.213753,47.135788,-10.568296,30.520006,7.056441,16.106623,5.606814,19.259277,-0.745992,16.556084,-12.402915,15.817556,-15.223504,17.49054,-13.148041,13.593524,-11.943203,16.407591,-2.715425,9.157549,-9.729539,11.636232,-4.77181,10.733677,3.424812,0.271456,-0.371337,0.149035,0.117279,-0.019401,-0.051745,-0.086256,-0.123759,-0.058295,-0.017486,-0.060721,0.00731,575.6633,661.0556,2131.9392,1.0,2368.6509,1319.7715,2442.097,4762.6421,22.2031,0.105882,0.113227,0.019927,0.025614,0.124613,0.437777,0.324642,69.8374,0.5219,0.4781,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-02-03.wav,03-01-04-02-02-02-03.wav,03,01,04,sad,strong,dogs,02,03,3.7037,-471.61319,178.834991,56.512665,53.596992,-6.448634,30.641706,8.021737,16.673782,3.909885,21.978491,0.787752,17.444416,-10.716515,16.72122,-10.060941,18.523766,-12.068987,14.137894,-11.433295,12.768656,-2.522073,10.274827,-6.646152,11.447899,-5.861659,10.041225,0.025074,0.187768,0.243861,0.104387,0.080751,0.083787,0.070547,0.080778,0.120029,0.099899,0.026369,0.047939,0.054811,736.6039,768.6869,2125.1401,1.0,2208.8564,1791.3486,2047.2143,4077.6485,21.4836,0.123303,0.183685,0.017493,0.020051,0.071473,0.425615,0.355944,67.9996,0.5392,0.4608,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-01-03.wav,03-01-05-01-01-01-03.wav,03,01,05,angry,normal,kids,01,03,4.004,-612.098877,160.268417,66.779411,49.716499,3.215476,27.316494,18.24473,23.832035,6.525167,21.277233,-1.51412,15.587934,-6.824409,13.552413,-11.262509,11.734381,-6.120402,10.749101,-4.453384,14.038093,-5.157606,7.914122,-4.032477,10.189887,-2.544785,8.210247,0.409207,0.250014,0.114383,0.09623,0.011764,0.022586,0.021368,0.010499,0.038206,0.096587,0.011368,-0.056985,-0.013994,244.1636,328.9393,1837.9321,1.0,2994.1993,1232.8401,2679.9088,5896.9237,20.1309,0.236814,0.189389,0.002378,0.003219,0.014161,0.527327,0.280034,129.1992,0.5045,0.4955,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-02-03.wav,03-01-05-01-01-02-03.wav,03,01,05,angry,normal,kids,02,03,4.0707,-508.971893,170.046951,56.834629,51.138676,-9.604198,30.941896,13.843972,23.927753,3.93959,23.173273,-3.581837,17.070829,-7.659627,16.378014,-12.343734,10.993747,-6.425113,12.190774,-7.641142,11.479976,-8.225974,10.40415,-4.226521,10.01493,-3.674127,7.743176,0.135858,0.135614,0.086124,0.085374,0.038884,-0.000932,-0.010463,-0.029505,-0.020557,0.004911,-0.00622,-0.017771,0.005906,342.3586,386.1696,1643.3329,1.0,2805.849,1107.6587,2444.9442,5272.6372,21.6233,0.193359,0.1144,0.009035,0.012707,0.060276,0.473011,0.288235,129.1992,0.4734,0.5266,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-01-03.wav,03-01-05-01-02-01-03.wav,03,01,05,angry,normal,dogs,01,03,3.8039,-525.773071,170.055328,59.919762,57.790173,-10.032407,28.484041,13.193439,23.120127,2.325227,19.992785,-3.652269,12.195346,-11.944931,16.042295,-15.479843,12.142776,-7.177889,8.772133,-6.706893,15.333208,-6.742733,11.677602,-3.705078,9.48718,-1.448348,8.832829,0.410713,0.294389,0.00199,0.12782,0.002073,0.004835,-0.003691,-0.161261,-0.046377,0.043844,-0.050143,-0.030162,0.02413,511.5457,639.1524,1982.1552,1.0,3037.2053,1323.6841,2485.0566,5641.5023,20.9203,0.20693,0.149913,0.007013,0.009115,0.035864,0.466458,0.298941,129.1992,0.4883,0.5117,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-02-03.wav,03-01-05-01-02-02-03.wav,03,01,05,angry,normal,dogs,02,03,3.8372,-484.610779,170.150101,58.158073,55.854141,-10.684374,27.23654,6.499304,25.050734,0.955552,22.088634,-4.407826,14.484167,-14.160774,15.603666,-13.474799,12.233279,-8.97241,8.831151,-8.471829,14.731988,-6.402417,10.067297,-4.492767,9.716429,-3.196228,6.839631,0.668545,0.571405,0.10457,-0.010831,0.082254,0.098923,-0.022333,-0.006351,0.065896,0.083943,0.089828,0.054371,0.010619,383.5433,420.7091,1798.7156,1.0,2849.4108,1252.5325,2387.1656,5101.2288,21.8393,0.189512,0.124555,0.011177,0.013913,0.05265,0.461601,0.295362,151.9991,0.5083,0.4917,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-01-03.wav,03-01-05-02-01-01-03.wav,03,01,05,angry,strong,kids,01,03,4.4044,-335.920258,187.40184,41.721554,41.647827,-17.881405,28.595476,9.845037,20.624413,-11.20136,33.008602,-2.876,17.869499,-5.547161,15.702716,-15.996077,13.526053,-4.744017,9.052271,-7.304643,12.580955,-6.899955,10.127889,-2.070659,9.465771,-4.988758,8.71848,-0.021437,0.023806,0.111941,0.12575,0.049761,0.008768,0.035882,0.109142,0.083298,-0.010747,0.03029,0.038906,0.005615,607.0427,618.2038,2138.2788,1.0,3063.8167,1095.654,2571.9102,5930.7541,21.9464,0.151632,0.093147,0.055427,0.069796,0.250289,0.44947,0.310829,92.2852,0.5272,0.4728,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-02-03.wav,03-01-05-02-01-02-03.wav,03,01,05,angry,strong,kids,02,03,4.4044,-326.984497,172.123611,40.236984,43.395023,-12.970549,27.478895,9.198215,21.871635,-4.684687,28.480833,-3.715131,17.532089,-7.13816,13.971869,-15.065137,15.146474,-5.889698,9.62307,-5.447225,12.840241,-6.773653,11.058527,-4.202814,8.855437,-4.371054,7.349172,0.040271,0.047616,0.048101,0.061998,0.047587,0.028487,0.038608,0.052577,0.028413,-0.002461,0.006024,0.031455,0.019714,731.055,677.7484,2137.3295,1.0,2957.6435,1108.1314,2559.7539,5743.0186,21.4189,0.148594,0.089947,0.051552,0.070621,0.339026,0.447474,0.307563,123.0469,0.5061,0.4939,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-01-03.wav,03-01-05-02-02-01-03.wav,03,01,05,angry,strong,dogs,01,03,4.2376,-349.294525,195.281738,46.76302,51.090424,-13.230843,30.609491,6.279957,19.134531,-9.562721,29.756006,-3.980129,20.698313,-5.718723,15.697354,-15.92957,13.360115,-8.441671,9.312839,-5.839237,12.640156,-5.920582,9.741249,-2.76962,10.563969,-5.566514,10.383839,-0.19214,-0.151129,-0.016808,-0.013904,0.003635,0.026424,0.050159,0.088706,0.023105,-0.051098,-0.014911,-0.01956,-0.050625,498.1281,534.1296,2139.7633,1.0,2968.2435,1273.2014,2551.8621,5793.4907,21.1334,0.155644,0.116409,0.047915,0.062956,0.226685,0.455926,0.296798,112.3471,0.5151,0.4849,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-02-03.wav,03-01-05-02-02-02-03.wav,03,01,05,angry,strong,dogs,02,03,4.5045,-320.872711,196.283447,41.644878,44.371479,-13.084023,33.313091,7.565796,20.068983,-11.779684,34.132229,-3.285425,19.668486,-5.001979,18.021608,-13.224338,14.027661,-9.751685,9.761353,-5.742704,13.246548,-3.948635,9.804023,-3.210823,8.319652,-7.193122,10.980575,0.1798,0.182781,0.064651,0.015972,0.014964,0.006098,-0.02562,-0.06044,-0.053619,-0.010739,0.01433,0.016108,0.012317,476.7004,504.9598,2136.2276,1.0,3030.2856,1245.4745,2518.3904,5746.5903,21.6128,0.184044,0.142488,0.065818,0.08099,0.297465,0.443554,0.309785,143.5547,0.5413,0.4587,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-01-03.wav,03-01-06-01-01-01-03.wav,03,01,06,fearful,normal,kids,01,03,3.7371,-576.837219,176.653748,63.454525,53.597076,-1.403621,26.840717,11.388,21.697914,5.119127,15.966494,0.272048,14.528358,-12.445897,13.14733,-15.958226,12.454252,-1.360425,7.850387,-5.623589,14.439539,-3.547426,8.491761,-5.928549,10.24914,-6.224228,7.221507,0.645994,0.141462,-0.165755,0.014111,-0.072334,0.055308,-0.028345,-0.023274,0.075703,0.014427,-0.03118,0.040404,0.026606,427.1841,582.4734,1919.6595,1.0,2972.6616,1308.8878,2652.0403,5838.708,20.3061,0.283606,0.260237,0.004012,0.00515,0.019153,0.505596,0.299412,123.0469,0.4846,0.5154,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-02-03.wav,03-01-06-01-01-02-03.wav,03,01,06,fearful,normal,kids,02,03,3.8372,-516.729309,171.983231,64.923691,45.282623,-7.301381,25.717367,10.047473,24.116781,3.895555,19.364758,-5.632204,12.901306,-16.671911,12.748312,-15.743443,12.220436,-4.965961,10.662445,-9.504448,15.2489,-6.977261,11.187649,-7.265792,10.739257,-9.426713,7.987618,0.258561,0.320003,0.170617,0.073796,0.091654,0.019569,-0.093065,-0.106089,-0.059448,-0.017344,-0.042869,-0.076089,-0.054169,345.674,492.7351,1921.9147,1.0,2647.9416,1078.6212,2506.2307,5197.9985,21.6177,0.195474,0.148783,0.007317,0.008828,0.040916,0.422869,0.295723,143.5547,0.5023,0.4977,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-01-03.wav,03-01-06-01-02-01-03.wav,03,01,06,fearful,normal,dogs,01,03,3.5035,-525.812256,193.412369,53.228985,47.337109,-3.809584,27.80621,8.827339,22.017319,1.3522,19.914036,-3.20281,13.280157,-14.51686,14.061037,-14.410171,10.676509,-7.51569,10.693337,-9.818508,11.999783,-2.889211,9.016356,-5.807409,10.828075,-8.432908,9.672679,0.364743,0.095889,-0.110899,0.038657,0.07519,0.127567,0.048721,-0.034172,0.019745,0.015545,-0.004105,0.016489,-0.004279,313.94,398.6826,1936.0571,1.0,2942.296,1227.1611,2660.7232,5832.3608,21.1287,0.285864,0.253883,0.008673,0.010649,0.037548,0.469068,0.29574,107.666,0.4573,0.5427,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-02-03.wav,03-01-06-01-02-02-03.wav,03,01,06,fearful,normal,dogs,02,03,3.2032,-545.69873,173.050812,61.054977,53.978069,-11.624247,29.563982,9.925201,21.274836,3.934009,16.842506,-2.14706,11.975642,-15.215509,13.245585,-14.115216,12.91161,-6.535423,8.161994,-8.810173,13.337185,1.483456,9.100911,-4.856945,9.661829,-5.526223,9.49085,0.134801,0.278602,0.210629,0.119235,0.154499,0.101857,0.0129,-0.074859,-0.041374,0.001015,0.00562,0.037145,-0.027388,682.3601,728.7417,2137.5647,1.0,2958.6178,1713.0999,2369.0798,5245.6755,21.4241,0.26451,0.281424,0.007291,0.009834,0.038959,0.498899,0.322251,135.9992,0.4639,0.5361,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-01-03.wav,03-01-06-02-01-01-03.wav,03,01,06,fearful,strong,kids,01,03,3.3034,-371.458038,174.038803,67.373146,41.114807,-11.296154,23.479902,13.834328,20.763475,7.626554,20.538477,3.132956,13.120849,-6.398198,13.219971,-3.400432,11.176424,-7.113706,11.148685,-8.399637,12.241545,9.624341,14.599496,-7.239468,10.611176,-6.42619,8.811083,0.785922,0.445747,-0.107333,0.100253,0.160017,0.084543,-0.043525,0.00292,0.005303,-0.038719,0.093908,-0.074739,-0.188511,547.4242,598.9544,2139.7633,1.0,2492.3674,1068.051,2533.026,5087.7086,20.8277,0.0974,0.069374,0.02649,0.029065,0.124246,0.487189,0.291165,143.5547,0.5483,0.4517,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-02-03.wav,03-01-06-02-01-02-03.wav,03,01,06,fearful,strong,kids,02,03,3.9039,-331.316956,158.658783,49.681034,39.888855,-23.181202,24.708395,2.623419,21.109648,-4.455309,23.044666,-0.584489,14.955302,-15.657839,17.25061,-19.870832,12.384617,-10.283837,9.738567,-15.896378,14.665052,0.94936,11.319047,-11.00864,12.003464,-9.310279,7.696213,-0.359309,-0.320896,-0.209508,-0.145602,-0.130217,-0.171193,-0.090011,0.232079,0.083298,0.002446,0.18622,0.152034,0.019772,494.9927,477.8719,1929.9803,1.0,2766.7149,1011.8684,2507.0016,5285.4458,22.3928,0.136202,0.08376,0.045226,0.057008,0.223701,0.370079,0.309778,86.1328,0.5294,0.4706,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-01-03.wav,03-01-06-02-02-01-03.wav,03,01,06,fearful,strong,dogs,01,03,3.3034,-390.57605,182.315125,49.592781,38.312328,-8.15285,25.703434,7.99151,23.536381,1.741827,24.097092,5.736107,15.149292,-9.831395,14.980952,-15.284448,13.324244,-9.6089,10.462811,-12.327662,13.374058,1.674268,10.424217,-6.454971,10.931733,-10.241028,11.33158,0.620285,0.490156,-0.128731,-0.132265,-0.137313,0.10078,-0.027686,-0.064495,0.058979,-0.012502,0.087731,0.050069,0.105569,511.8982,518.355,1681.0431,1.0,2739.4425,1216.7652,2626.8202,5525.6759,21.5107,0.115477,0.096942,0.02857,0.035187,0.114219,0.436675,0.3087,135.9992,0.478,0.522,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-02-03.wav,03-01-06-02-02-02-03.wav,03,01,06,fearful,strong,dogs,02,03,3.4368,-343.356415,153.062531,53.416214,38.548916,-25.460745,25.728106,-4.046014,21.002989,-8.754488,26.691013,-1.052976,15.39081,-21.278868,12.1563,-14.935613,12.991833,-13.343116,10.582684,-19.336655,10.321271,7.731911,16.10409,-6.493441,11.041641,-10.406181,8.545089,-0.639904,-0.485804,0.028609,0.384227,0.470248,0.126854,0.220325,0.026102,-0.050615,0.20877,0.083166,0.02018,0.168873,458.0994,353.6444,1624.6285,1.0,2859.2184,1147.0669,2464.8305,5401.4378,21.9657,0.151967,0.103012,0.037064,0.046196,0.168339,0.419279,0.309347,112.3471,0.4527,0.5473,2
